Date;Time_Monitored_Start;Time_Monitored_End;Tortoise_ID;Plant_Species;Plant_Material;Plant_Type;Notes;
18/3/19;17:55;18:23;T05;None;;;;
19/3/19;10:09;10:44;T02;None;;;Huge rain the whole day;
19/3/19;10:10;10:44;T01;None;;;;
19/3/19;10:10;10:44;T11;None;;;;
19/3/19;10:14;10:44;T08;Commelina benghalensis;Leaves;Herbaceous;Fresh leaves;
19/3/19;10:14;10:44;T08;Panicum brevifolium;Leaves;Herbaceous;Fresh leaves;
19/3/19;10:50;11:20;T10;Ficus sp.;Leaves;Woody;Fallen leaves;
19/3/19;10:50;11:20;T05;None;;;;
19/3/19;11:24;11:58;T02;Commelina benghalensis;Leaves;Herbaceous;Fresh leaves;
19/3/19;11:24;11:58;T02;Asystasia gangetica;Leaves;Herbaceous;Fresh leaves;
19/3/19;11:26;11:58;T01;None;;;;
19/3/19;11:26;11:58;T11;None;;;;
19/3/19;11:26;11:58;T08;Commelina benghalensis;Leaves;Herbaceous;Fresh leaves;
19/3/19;11:26;11:58;T08;Asystasia gangetica;Leaves;Herbaceous;Fresh leaves;
19/3/19;11:26;11:58;T08;Digitaria horizontalis;Leaves;Herbaceous;Fresh leaves;
19/3/19;13:09;13:39;T12;None;;;;
19/3/19;13:51;14:21;T07;Asystasia gangetica;Leaves;Herbaceous;Fresh leaves;
19/3/19;13:51;14:21;T07;Digitaria horizontalis;Leaves;Herbaceous;Fresh leaves;
19/3/19;15:52;16:22;T12;None;;;;
19/3/19;16:29;16:44;T07;None;;;;
19/3/19;16:53;17:26;T02;None;;;;
19/3/19;16:56;17:26;T01;None;;;;
19/3/19;16:56;17:26;T11;None;;;;
19/3/19;16:56;17:26;T08;None;;;;
19/3/19;17:31;17:46;T05;None;;;;
19/3/19;17:31;17:46;T10;None;;;;
20/3/19;9:55;10:28;T02;None;;;;
20/3/19;9:55;10:28;T01;None;;;;
20/3/19;9:57;10:28;T11;Pisonia grandis;Leaves;Woody;Fallen leaves;
20/3/19;9:58;10:28;T08;None;;;;
20/3/19;10:31;11:01;T05;Ficus sp.;Leaves;Woody;Fallen leaves;Probably Ficus benghalensis
20/3/19;10:31;11:01;T05;Pisonia grandis;Leaves;Woody;Fallen leaves;
20/3/19;10:31;11:01;T10;None;;;;
20/3/19;11:17;11:47;T03;None;;;;
20/3/19;11:17;11:47;T06;Pisonia grandis;Leaves;Woody;Fallen leaves;
20/3/19;11:56;12:26;T07;None;;;;
20/3/19;12:33;13:03;T12;None;;;;
